cont,pkts,class,proto,dport,lbanda,duracao,pkt_soma_tam,pkt_maior_tam,pkt_menor_tam,pkts_por_seg,1stq_pkt_tam,3rdq_pkt_tam,pkt_tam_media,pkt_tam_mediana,pkt_tam_std,pkts_maiores_media,pacotes_menores_media,payload_soma,payload_menor,payload_maior,payload_media,payload_std,payload_menor_128,payload_entre128_1024,payload_maior_1024,1stq_payload_tam,3rdq_payload_tam,IAT_menor,IAT_maior,IAT_soma,IAT_media,IAT_maiores_media,IAT_menores_media,IAT_std,1stq_IAT,3rdq_IAT,tcp_push_flags,tcp_urg_flags,tcp_syn_flags,tcp_fin_flags,tcp_rst_flags,tcp_ack_flags,tcp_flags,header_tam_soma,header_tam_media,header_tam_std
0,15,besteffort,1,0.7971007858396277,0.00010689576251022797,0.00834042,0.08915555555555556,0.124,0.068,0.001198980387078828,0.068,0.11066666666666666,0.08915555555555554,0.096,0.0413332377537724,0.4666666666666667,0.5333333333333333,0.04515555555555555,0.024,0.08,0.04515555555555555,0.020666618876886204,1.0,0.0,0.0,0.024,0.06666666666666667,0.0000031,0.1142188,0.00834042,0.08936164285714285714285714286,0.06666666666666667,0.8666666666666667,0.029267336743363563,0.0000037,0.0011357,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.8,0.8,0.0
0,15,besteffort,0,0.07631036850537881,0.14078212290502795,0.0000716,1.008,1.008,1.008,0.13966480446927376,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000694,0.0000987,0.0000716,0.0007671428571428571428571428571,0.13333333333333333,0.8,6.555679886595302e-06,0.000074,0.0000758,0,0,0,0,0,0,0,0.2,0.2,0.0
1,15,besteffort,0,0.07631036850537881,0.1452031114952463,0.00006942,1.008,1.008,1.008,0.14405070584845864,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000674,0.0000759,0.00006942,0.0007437857142857142857142857143,0.7333333333333333,0.2,2.023497174776019e-06,0.0000744,0.0000753,0,0,0,0,0,0,0,0.2,0.2,0.0
2,15,besteffort,0,0.07631036850537881,0.14428857715430862,0.00006986,1.008,1.008,1.008,0.143143429716576,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000736,0.0000757,0.00006986,0.0007485,0.5333333333333333,0.4,6.74801558131828e-07,0.000074,0.0000753,0,0,0,0,0,0,0,0.2,0.2,0.0
3,15,besteffort,0,0.07631036850537881,0.14466130884041334,0.00006968,1.008,1.008,1.008,0.14351320321469574,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.000070,0.0000787,0.00006968,0.0007465714285714285714285714286,0.4666666666666667,0.4666666666666667,1.7141071335555786e-06,0.0000743,0.0000752,0,0,0,0,0,0,0,0.2,0.2,0.0
4,15,besteffort,0,0.07631036850537881,0.14453685116145687,0.00006974,1.008,1.008,1.008,0.14338973329509608,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.000074,0.0000755,0.00006974,0.0007472142857142857142857142857,0.4666666666666667,0.4666666666666667,5.059341733418509e-07,0.0000742,0.0000752,0,0,0,0,0,0,0,0.2,0.2,0.0
5,15,besteffort,0,0.07631036850537881,0.14444019870080246,0.00006978666666666666666666666667,1.008,1.008,1.008,0.14329384791746275,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000742,0.0000754,0.00006978666666666666666666666667,0.0007477142857142857142857142857,0.5333333333333333,0.4,4.382246185765134e-07,0.0000743,0.0000752,0,0,0,0,0,0,0,0.2,0.2,0.0
6,15,besteffort,0,0.07631036850537881,0.14417850672260896,0.00006991333333333333333333333333,1.008,1.008,1.008,0.1430342328597311,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000738,0.0000764,0.00006991333333333333333333333333,0.0007490714285714285714285714286,0.4666666666666667,0.4666666666666667,6.93298828288439e-07,0.0000742,0.0000754,0,0,0,0,0,0,0,0.2,0.2,0.0
7,15,besteffort,0,0.07631036850537881,0.14467515070328196,0.00006967333333333333333333333333,1.008,1.008,1.008,0.1435269352215099,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000729,0.0000756,0.00006967333333333333333333333333,0.0007465,0.4666666666666667,0.4666666666666667,6.997448514586279e-07,0.0000742,0.0000752,0,0,0,0,0,0,0,0.2,0.2,0.0
8,15,besteffort,0,0.07631036850537881,0.14448160535117055,0.00006976666666666666666666666667,1.008,1.008,1.008,0.1433349259436216,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000718,0.0000791,0.00006976666666666666666666666667,0.0007475,0.4666666666666667,0.4666666666666667,1.5089021553055434e-06,0.0000742,0.0000753,0,0,0,0,0,0,0,0.2,0.2,0.0
9,15,besteffort,0,0.07631036850537881,0.14457831325301204,0.00006972,1.008,1.008,1.008,0.14343086632243257,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000731,0.0000765,0.00006972,0.000747,0.4666666666666667,0.4666666666666667,9.000000000000001e-07,0.0000741,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
10,15,besteffort,0,0.07631036850537881,0.14446780049684693,0.00006977333333333333333333333333,1.008,1.008,1.008,0.14332123065163388,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000735,0.0000769,0.00006977333333333333333333333333,0.0007475714285714285714285714286,0.4,0.5333333333333333,7.798482322260676e-07,0.0000744,0.0000749,0,0,0,0,0,0,0,0.2,0.2,0.0
11,15,besteffort,0,0.07631036850537881,0.14387667713388524,0.00007006,1.008,1.008,1.008,0.1427347987439338,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000737,0.0000786,0.00007006,0.0007506428571428571428571428571,0.26666666666666666,0.6666666666666666,1.0820662396261958e-06,0.0000745,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
12,15,besteffort,0,0.07631036850537881,0.14689594870300204,0.00006862,1.008,1.008,1.008,0.14573010784027982,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000575,0.0000759,0.00006862,0.0007352142857142857142857142857,0.8666666666666667,0.06666666666666667,4.47168529614452e-06,0.0000743,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
13,15,besteffort,0,0.07631036850537881,0.1445092229762019,0.00006975333333333333333333333333,1.008,1.008,1.008,0.14336232438115262,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000742,0.0000755,0.00006975333333333333333333333333,0.0007473571428571428571428571429,0.4666666666666667,0.4666666666666667,4.0639028190212645e-07,0.0000744,0.000075,0,0,0,0,0,0,0,0.2,0.2,0.0
14,15,besteffort,0,0.07631036850537881,0.1443850267379679,0.00006981333333333333333333333333,1.008,1.008,1.008,0.1432391138273491,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.000074,0.0000758,0.00006981333333333333333333333333,0.000748,0.4666666666666667,0.4666666666666667,5.01426536422407e-07,0.0000744,0.000075,0,0,0,0,0,0,0,0.2,0.2,0.0
15,15,besteffort,0,0.07631036850537881,0.1444954128440367,0.00006976,1.008,1.008,1.008,0.14334862385321104,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000741,0.0000755,0.00006976,0.0007474285714285714285714285714,0.4,0.5333333333333333,4.3212809892154784e-07,0.0000744,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
16,15,besteffort,0,0.07631036850537881,0.14430234777629322,0.00006985333333333333333333333333,1.008,1.008,1.008,0.1431570910479099,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.000072,0.0000789,0.00006985333333333333333333333333,0.0007484285714285714285714285714,0.4,0.5333333333333333,1.4266415535967609e-06,0.0000742,0.0000753,0,0,0,0,0,0,0,0.2,0.2,0.0
17,15,besteffort,0,0.07631036850537881,0.14452303574842287,0.00006974666666666666666666666667,1.008,1.008,1.008,0.14337602752819728,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000736,0.0000757,0.00006974666666666666666666666667,0.0007472857142857142857142857143,0.4,0.5333333333333333,6.734013571081529e-07,0.0000743,0.0000755,0,0,0,0,0,0,0,0.2,0.2,0.0
18,15,besteffort,0,0.07631036850537881,0.14457831325301204,0.00006972,1.008,1.008,1.008,0.14343086632243257,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000739,0.0000754,0.00006972,0.000747,0.6,0.3333333333333333,4.65985898008574e-07,0.0000743,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
19,15,besteffort,0,0.07631036850537881,0.14442640175757,0.00006979333333333333333333333333,1.008,1.008,1.008,0.14328016047377973,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000702,0.0000794,0.00006979333333333333333333333333,0.0007477857142857142857142857143,0.26666666666666666,0.6666666666666666,1.7668287051860425e-06,0.0000745,0.0000752,0,0,0,0,0,0,0,0.2,0.2,0.0
20,15,besteffort,0,0.07631036850537881,0.14442640175757,0.00006979333333333333333333333333,1.008,1.008,1.008,0.14328016047377973,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000733,0.0000755,0.00006979333333333333333333333333,0.0007477857142857142857142857143,0.5333333333333333,0.4,5.59564334905254e-07,0.0000745,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
21,15,besteffort,0,0.07631036850537881,0.14442640175757,0.00006979333333333333333333333333,1.008,1.008,1.008,0.14328016047377973,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.000074,0.0000763,0.00006979333333333333333333333333,0.0007477857142857142857142857143,0.3333333333333333,0.6,6.04954037721133e-07,0.0000743,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
22,15,besteffort,0,0.07631036850537881,0.14444019870080246,0.00006978666666666666666666666667,1.008,1.008,1.008,0.14329384791746275,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000743,0.0000754,0.00006978666666666666666666666667,0.0007477142857142857142857142857,0.4666666666666667,0.4666666666666667,4.095791767666129e-07,0.0000744,0.0000752,0,0,0,0,0,0,0,0.2,0.2,0.0
23,15,besteffort,0,0.07631036850537881,0.14455066921606116,0.00006973333333333333333333333333,1.008,1.008,1.008,0.14340344168260039,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000737,0.0000755,0.00006973333333333333333333333333,0.0007471428571428571428571428571,0.5333333333333333,0.4,5.235280629088199e-07,0.0000743,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
24,15,besteffort,0,0.07631036850537881,0.14441260744985676,0.0000698,1.008,1.008,1.008,0.14326647564469913,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000729,0.0000766,0.0000698,0.0007478571428571428571428571429,0.5333333333333333,0.4,9.553287712743136e-07,0.0000741,0.0000754,0,0,0,0,0,0,0,0.2,0.2,0.0
25,15,besteffort,0,0.07631036850537881,0.1443574565590987,0.00006982666666666666666666666667,1.008,1.008,1.008,0.14321176245942333,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000741,0.0000754,0.00006982666666666666666666666667,0.0007481428571428571428571428571,0.4666666666666667,0.4666666666666667,3.997448165609492e-07,0.0000745,0.0000752,0,0,0,0,0,0,0,0.2,0.2,0.0
26,15,besteffort,0,0.07631036850537881,0.14446780049684693,0.00006977333333333333333333333333,1.008,1.008,1.008,0.14332123065163388,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000743,0.0000759,0.00006977333333333333333333333333,0.0007475714285714285714285714286,0.3333333333333333,0.6,4.1354613788943225e-07,0.0000745,0.0000749,0,0,0,0,0,0,0,0.2,0.2,0.0
27,15,besteffort,0,0.07631036850537881,0.14431612102701155,0.00006984666666666666666666666667,1.008,1.008,1.008,0.14317075498711462,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000737,0.0000764,0.00006984666666666666666666666667,0.0007483571428571428571428571429,0.5333333333333333,0.4,6.746503251496214e-07,0.0000742,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
28,15,besteffort,0,0.07631036850537881,0.14441260744985676,0.0000698,1.008,1.008,1.008,0.14326647564469913,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000737,0.000076,0.0000698,0.0007478571428571428571428571429,0.4666666666666667,0.4666666666666667,4.896896143143604e-07,0.0000745,0.000075,0,0,0,0,0,0,0,0.2,0.2,0.0
29,15,besteffort,0,0.07631036850537881,0.14437124033228302,0.00006982,1.008,1.008,1.008,0.14322543683758235,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000693,0.0000797,0.00006982,0.0007480714285714285714285714286,0.6,0.3333333333333333,2.0008799084810827e-06,0.0000745,0.000075,0,0,0,0,0,0,0,0.2,0.2,0.0
30,15,besteffort,0,0.07631036850537881,0.1443436754176611,0.00006983333333333333333333333333,1.008,1.008,1.008,0.1431980906921241,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000671,0.0000835,0.00006983333333333333333333333333,0.0007482142857142857142857142857,0.3333333333333333,0.6,3.430780538309149e-06,0.000074,0.0000753,0,0,0,0,0,0,0,0.2,0.2,0.0
31,15,besteffort,0,0.07631036850537881,0.14452303574842287,0.00006974666666666666666666666667,1.008,1.008,1.008,0.14337602752819728,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000736,0.0000758,0.00006974666666666666666666666667,0.0007472857142857142857142857143,0.6,0.3333333333333333,5.921251936017916e-07,0.0000741,0.000075,0,0,0,0,0,0,0,0.2,0.2,0.0
32,15,besteffort,0,0.07631036850537881,0.14441260744985676,0.0000698,1.008,1.008,1.008,0.14326647564469913,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000739,0.0000758,0.0000698,0.0007478571428571428571428571429,0.4666666666666667,0.4666666666666667,4.356557337707687e-07,0.0000746,0.0000749,0,0,0,0,0,0,0,0.2,0.2,0.0
33,15,besteffort,0,0.07631036850537881,0.1443574565590987,0.00006982666666666666666666666667,1.008,1.008,1.008,0.14321176245942333,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.000074,0.0000756,0.00006982666666666666666666666667,0.0007481428571428571428571428571,0.4666666666666667,0.4666666666666667,4.40546969860265e-07,0.0000745,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
34,15,besteffort,0,0.07631036850537881,0.14448160535117055,0.00006976666666666666666666666667,1.008,1.008,1.008,0.1433349259436216,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000739,0.0000754,0.00006976666666666666666666666667,0.0007475,0.5333333333333333,0.4,3.774917217635375e-07,0.0000745,0.000075,0,0,0,0,0,0,0,0.2,0.2,0.0
35,15,besteffort,0,0.07631036850537881,0.14464746962594469,0.00006968666666666666666666666667,1.008,1.008,1.008,0.1434994738352626,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000729,0.0000752,0.00006968666666666666666666666667,0.0007466428571428571428571428571,0.5333333333333333,0.4,5.689679163150751e-07,0.0000746,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
36,15,besteffort,0,0.07631036850537881,0.14442640175757,0.00006979333333333333333333333333,1.008,1.008,1.008,0.14328016047377973,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000738,0.0000762,0.00006979333333333333333333333333,0.0007477857142857142857142857143,0.4,0.5333333333333333,4.886988138027807e-07,0.0000746,0.0000749,0,0,0,0,0,0,0,0.2,0.2,0.0
37,15,besteffort,0,0.07631036850537881,0.14453685116145687,0.00006974,1.008,1.008,1.008,0.14338973329509608,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000732,0.0000772,0.00006974,0.0007472142857142857142857142857,0.4,0.5333333333333333,9.480646236476946e-07,0.0000745,0.0000749,0,0,0,0,0,0,0,0.2,0.2,0.0
38,15,besteffort,0,0.07631036850537881,0.1443850267379679,0.00006981333333333333333333333333,1.008,1.008,1.008,0.1432391138273491,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000737,0.0000763,0.00006981333333333333333333333333,0.000748,0.4666666666666667,0.4666666666666667,6.600865744084527e-07,0.0000743,0.000075,0,0,0,0,0,0,0,0.2,0.2,0.0
39,15,besteffort,0,0.07631036850537881,0.14441260744985676,0.0000698,1.008,1.008,1.008,0.14326647564469913,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000728,0.0000758,0.0000698,0.0007478571428571428571428571429,0.6,0.3333333333333333,6.885358615591938e-07,0.0000745,0.0000753,0,0,0,0,0,0,0,0.2,0.2,0.0
40,15,besteffort,0,0.07631036850537881,0.14439881577690764,0.00006980666666666666666666666667,1.008,1.008,1.008,0.14325279342947186,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000742,0.0000758,0.00006980666666666666666666666667,0.0007479285714285714285714285714,0.6,0.3333333333333333,4.0789404386483523e-07,0.0000745,0.000075,0,0,0,0,0,0,0,0.2,0.2,0.0
41,15,besteffort,0,0.07631036850537881,0.1444954128440367,0.00006976,1.008,1.008,1.008,0.14334862385321104,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000741,0.0000758,0.00006976,0.0007474285714285714285714285714,0.5333333333333333,0.4,4.546808703668442e-07,0.0000743,0.0000749,0,0,0,0,0,0,0,0.2,0.2,0.0
42,15,besteffort,0,0.07631036850537881,0.14445399828030955,0.00006978,1.008,1.008,1.008,0.14330753797649756,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000742,0.0000755,0.00006978,0.0007476428571428571428571428571,0.3333333333333333,0.6,4.236021429480782e-07,0.0000745,0.0000752,0,0,0,0,0,0,0,0.2,0.2,0.0
43,15,besteffort,0,0.07631036850537881,0.14421976344906523,0.00006989333333333333333333333333,1.008,1.008,1.008,0.14307516215185045,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000733,0.0000782,0.00006989333333333333333333333333,0.0007488571428571428571428571429,0.3333333333333333,0.6,1.0147886077244595e-06,0.0000745,0.000075,0,0,0,0,0,0,0,0.2,0.2,0.0
44,15,besteffort,0,0.07631036850537881,0.14452303574842287,0.00006974666666666666666666666667,1.008,1.008,1.008,0.14337602752819728,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000744,0.0000753,0.00006974666666666666666666666667,0.0007472857142857142857142857143,0.4666666666666667,0.4666666666666667,2.762725657973388e-07,0.0000745,0.000075,0,0,0,0,0,0,0,0.2,0.2,0.0
45,15,besteffort,0,0.07631036850537881,0.1443574565590987,0.00006982666666666666666666666667,1.008,1.008,1.008,0.14321176245942333,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000727,0.0000766,0.00006982666666666666666666666667,0.0007481428571428571428571428571,0.4666666666666667,0.4666666666666667,1.0147886077244595e-06,0.0000739,0.0000755,0,0,0,0,0,0,0,0.2,0.2,0.0
46,15,besteffort,0,0.07631036850537881,0.1446059678653405,0.00006970666666666666666666666667,1.008,1.008,1.008,0.14345830145371077,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,6E-7,0.0001511,0.00006970666666666666666666666667,0.0007468571428571428571428571429,0.5333333333333333,0.4,2.8561659044021565e-05,0.0000737,0.0000752,0,0,0,0,0,0,0,0.2,0.2,0.0
47,15,besteffort,0,0.07631036850537881,0.1443850267379679,0.00006981333333333333333333333333,1.008,1.008,1.008,0.1432391138273491,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000739,0.0000769,0.00006981333333333333333333333333,0.000748,0.26666666666666666,0.6666666666666666,7.081162132224988e-07,0.0000744,0.0000749,0,0,0,0,0,0,0,0.2,0.2,0.0
48,15,besteffort,0,0.07631036850537881,0.14445399828030955,0.00006978,1.008,1.008,1.008,0.14330753797649756,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000731,0.0000768,0.00006978,0.0007476428571428571428571428571,0.4666666666666667,0.4666666666666667,8.473548277325342e-07,0.0000743,0.0000753,0,0,0,0,0,0,0,0.2,0.2,0.0
49,15,besteffort,0,0.07631036850537881,0.14427480916030533,0.00006986666666666666666666666667,1.008,1.008,1.008,0.1431297709923664,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000741,0.0000761,0.00006986666666666666666666666667,0.0007485714285714285714285714286,0.4,0.5333333333333333,5.589713584718244e-07,0.0000744,0.0000753,0,0,0,0,0,0,0,0.2,0.2,0.0
50,15,besteffort,0,0.07631036850537881,0.1445092229762019,0.00006975333333333333333333333333,1.008,1.008,1.008,0.14336232438115262,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000737,0.0000754,0.00006975333333333333333333333333,0.0007473571428571428571428571429,0.6,0.3333333333333333,4.1162941526354026e-07,0.0000745,0.0000749,0,0,0,0,0,0,0,0.2,0.2,0.0
51,15,besteffort,0,0.07631036850537881,0.1445092229762019,0.00006975333333333333333333333333,1.008,1.008,1.008,0.14336232438115262,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000705,0.0000795,0.00006975333333333333333333333333,0.0007473571428571428571428571429,0.4666666666666667,0.4666666666666667,1.8152556462450376e-06,0.0000741,0.0000753,0,0,0,0,0,0,0,0.2,0.2,0.0
52,15,besteffort,0,0.07631036850537881,0.14437124033228302,0.00006982,1.008,1.008,1.008,0.14322543683758235,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000724,0.0000768,0.00006982,0.0007480714285714285714285714286,0.4,0.5333333333333333,9.215393067458116e-07,0.0000745,0.0000753,0,0,0,0,0,0,0,0.2,0.2,0.0
53,15,besteffort,0,0.07631036850537881,0.14441260744985676,0.0000698,1.008,1.008,1.008,0.14326647564469913,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000742,0.0000755,0.0000698,0.0007478571428571428571428571429,0.4666666666666667,0.4666666666666667,3.979539507766891e-07,0.0000745,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
54,15,besteffort,0,0.07631036850537881,0.14444019870080246,0.00006978666666666666666666666667,1.008,1.008,1.008,0.14329384791746275,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000735,0.0000762,0.00006978666666666666666666666667,0.0007477142857142857142857142857,0.3333333333333333,0.6,5.823947745897002e-07,0.0000746,0.0000751,0,0,0,0,0,0,0,0.2,0.2,0.0
55,15,besteffort,0,0.07631036850537881,0.14452303574842287,0.00006974666666666666666666666667,1.008,1.008,1.008,0.14337602752819728,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000736,0.0000765,0.00006974666666666666666666666667,0.0007472857142857142857142857143,0.4,0.5333333333333333,6.215517119373455e-07,0.0000745,0.0000749,0,0,0,0,0,0,0,0.2,0.2,0.0
56,15,besteffort,0,0.07631036850537881,0.14439881577690764,0.00006980666666666666666666666667,1.008,1.008,1.008,0.14325279342947186,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000621,0.0000885,0.00006980666666666666666666666667,0.0007479285714285714285714285714,0.4,0.5333333333333333,5.013619206822593e-06,0.0000745,0.0000752,0,0,0,0,0,0,0,0.2,0.2,0.0
57,15,besteffort,0,0.07631036850537881,0.1443436754176611,0.00006983333333333333333333333333,1.008,1.008,1.008,0.1431980906921241,1.008,1.008,1.008,1.008,0.0,0.0,1.0,0.98,0.98,0.98,0.98,0.0,0.0,0.0,1.0,0.98,0.98,0.0000738,0.0000763,0.00006983333333333333333333333333,0.0007482142857142857142857142857,0.4,0.5333333333333333,5.671716437458662e-07,0.0000745,0.000075,0,0,0,0,0,0,0,0.2,0.2,0.0
